Date,Forecast Mean,Forecast Std Dev
2019-05-01,0.24366519250487614,0.013366737298948448
2019-06-01,0.24850676661141977,0.013818396740056893
2019-07-01,0.25358532214797586,0.01336356892282139
2019-08-01,0.27030418943046636,0.014004940766366299
2019-09-01,0.2724620111398489,0.013483745404098595
2019-10-01,0.2616202899997977,0.013273976905254729
2019-11-01,0.25868705858700936,0.013212932092686046
2019-12-01,0.2555922148210865,0.01403491144386142
2020-01-01,0.25606993853037946,0.013616147661904473
2020-02-01,0.2457397394962552,0.013970280565452067
2020-03-01,0.2451715347106936,0.014826983159703898
2020-04-01,0.24214036394036131,0.013696384927224916
2020-05-01,0.23392929259502213,0.013907073193407499
2020-06-01,0.2469581507513922,0.014110734797545871
2020-07-01,0.25080027012259876,0.014430088464098205
2020-08-01,0.2639678882074008,0.013803148410242175
2020-09-01,0.26975790016096207,0.014521376424381461
2020-10-01,0.27061413708240933,0.01399701268853605
2020-11-01,0.2623155318504973,0.014656453716572586
2020-12-01,0.25308224182308586,0.014388496619178834
2021-01-01,0.2399336211779865,0.014423934960425964
2021-02-01,0.23938365689907748,0.014544774164748751
2021-03-01,0.24013693527559443,0.014449492362581737
2021-04-01,0.23777624403638034,0.01495187538041515
2021-05-01,0.23534297350160446,0.014157300383922185
2021-06-01,0.24571390871674556,0.015234673994901166
2021-07-01,0.2499568954601138,0.015274284508282544
2021-08-01,0.26435101621553003,0.015642655689956937
2021-09-01,0.2689886662131181,0.014888388382402454
2021-10-01,0.2658829311344695,0.016062725914303577
2021-11-01,0.25927239276342007,0.015523842500496984
2021-12-01,0.25204765797643786,0.014891420202672782
2022-01-01,0.243540701192517,0.015888936099429797
2022-02-01,0.2398678870699667,0.016487101836977783
2022-03-01,0.23504829408053676,0.016021335417654072
2022-04-01,0.23350096230420697,0.01583179808725982
2022-05-01,0.23683245972936182,0.015807439593188945
2022-06-01,0.2444745770753081,0.01635057005289937
2022-07-01,0.24913049181693447,0.015718637732836063
2022-08-01,0.26470937650309295,0.015928439566924482
2022-09-01,0.26813623441601886,0.01631080612357453
2022-10-01,0.26113029573749835,0.015842040961598126
2022-11-01,0.2563095041100754,0.0160593405612541
2022-12-01,0.2511331487809285,0.017533097078511042
2023-01-01,0.24717066540394542,0.016046691140194795
2023-02-01,0.24023727898585107,0.01709010946433437
2023-03-01,0.22991100676386958,0.016844876592439162
2023-04-01,0.229318687026199,0.01651807160621163
2023-05-01,0.23839524362495776,0.017646257004792613
2023-06-01,0.24323897929673877,0.01718450171677331
2023-07-01,0.24831962818913383,0.016889047814109836
2023-08-01,0.26504066017161015,0.017209831484188635
2023-09-01,0.2672006481685474,0.01692602226950357
2023-10-01,0.2563610249439176,0.017328828275204686
2023-11-01,0.25342996293177267,0.01745910594253144
2023-12-01,0.25033722008689663,0.017538547748767685
2024-01-01,0.2508171162954991,0.017670316082414147
2024-02-01,0.24048909133002688,0.017219113566462958
2024-03-01,0.23992292176796368,0.017986877932893844
2024-04-01,0.23689392809289703,0.01846145433519578
2024-05-01,0.22868496509775382,0.018225410057281625
2024-06-01,0.24171600341231977,0.018941654288228058
2024-07-01,0.2455602340908508,0.018724029243911332
2024-08-01,0.25873003538234934,0.01929309416508937
2024-09-01,0.2645222320863192,0.0186589925475997
2024-10-01,0.26538058474877607,0.019561560288677546
2024-11-01,0.257084167294073,0.01972707854881547
2024-12-01,0.24785299592984827,0.019751294924568664
2025-01-01,0.23470656607441504,0.02002902026734325
2025-02-01,0.2341587941106404,0.020115698305859974
2025-03-01,0.23491405395074447,0.019223003052610897
2025-04-01,0.2325555579195554,0.020415392035880508
2025-05-01,0.23012441322186708,0.020239878908703143
2025-06-01,0.24049754662184503,0.019797888085666612
2025-07-01,0.2447426620761207,0.020879390291190576
2025-08-01,0.25913898397886187,0.02037007103330535
2025-09-01,0.2637788366238441,0.02079680694646645
2025-10-01,0.26067523456410985,0.02090311926277014
2025-11-01,0.254066901781233,0.021138435711593403
2025-12-01,0.24684430285209646,0.021348555103024195
2026-01-01,0.23833955458267947,0.022029385601683008
2026-02-01,0.2346689504564373,0.020900544942852213
2026-03-01,0.22985135486305747,0.02082790425064849
2026-04-01,0.22830623589267166,0.022021387160193844
2026-05-01,0.2316398761434782,0.020940289942959767
2026-06-01,0.23928420918618512,0.02256624165658314
2026-07-01,0.24394226954407197,0.02193701781287749
2026-08-01,0.25952337280347626,0.02275795917603768
2026-09-01,0.2629524507458915,0.02233420022447276
2026-10-01,0.25594866186612514,0.021812661102072608
2026-11-01,0.25113009312296464,0.02364016596720306
2026-12-01,0.245955890348286,0.022511889662291125
2027-01-01,0.24199563269596955,0.023283851265319764
2027-02-01,0.23506447344051584,0.024259167438713317
2027-03-01,0.22474021408216785,0.02425689769734033
2027-04-01,0.2241501242337381,0.022769604151668538
2027-05-01,0.2332288401486983,0.024444577039952963
2027-06-01,0.2380748085144985,0.025116525987565606
2027-07-01,0.24315761943053038,0.02356090376338206
2027-08-01,0.25988088689752104,0.0242424723000795
2027-09-01,0.2620431117915624,0.023971207357668306
2027-10-01,0.2512056546475561,0.024200902968384907
2027-11-01,0.248276832301303,0.025447544594595143
2027-12-01,0.2451862582096474,0.0240334045177243
2028-01-01,0.2456683968386504,0.02471895556701478
2028-02-01,0.23534261568783574,0.023892819997205567
2028-03-01,0.2347785464371873,0.02613798792469882
2028-04-01,0.23175179926495607,0.025526605677023435
2028-05-01,0.22354501162202056,0.025349247201341785
2028-06-01,0.23657829915813938,0.02671557352666955
2028-07-01,0.24042470781293876,0.026028155275589923
2028-08-01,0.2535967610303286,0.02611084657956468
2028-09-01,0.25939121102900775,0.025617661428694802
2028-10-01,0.26025174559912023,0.025551571013215788
2028-11-01,0.25195758412178293,0.026623403223718308
2028-12-01,0.24272859725447363,0.027111243163991234
2029-01-01,0.2295844260449102,0.0265061856008785
2029-02-01,0.22903891407749397,0.02748130871554994
2029-03-01,0.2297962163624894,0.027290450091659667
2029-04-01,0.2274399828879031,0.02811447848509243
2029-05-01,0.22501102903684408,0.027815538634949274
2029-06-01,0.2353864276263722,0.027940778715784573
2029-07-01,0.239633736468331,0.026971036443909892
2029-08-01,0.2540323261792135,0.02853787940918095
2029-09-01,0.2586744479575893,0.0276949904218712
2029-10-01,0.25557304309178636,0.028664056216921325
2029-11-01,0.2489669820392764,0.029640238513258737
2029-12-01,0.24174658281037895,0.02754952025519711
2030-01-01,0.23324410885403773,0.029019946435213783
2030-02-01,0.22957578034795817,0.028178197664324937
2030-03-01,0.22476024127372685,0.028685078512655175
2030-04-01,0.2232174004008305,0.029283519331944532
2030-05-01,0.22655324649646158,0.029282292846283954
2030-06-01,0.23419986018395322,0.029941528053217006
2030-07-01,0.23886012884482896,0.030227328508387403
2030-08-01,0.2544435152819903,0.03028674216986484
2030-09-01,0.25787487768397077,0.030719720417259278
2030-10-01,0.250873300788465,0.03070273742224017
2030-11-01,0.24605701901633975,0.031863582925874344
2030-12-01,0.2408850306494244,0.030600782971849996
