tag,metric,Swet_minus_S0,Sdry_minus_S0,Swet_minus_Sdry,d_Swet_vs_S0,d_Sdry_vs_S0,d_Swet_vs_Sdry
wdssm_acc_v1,median_p50,-1.4314388284146613,0.8131160888095916,-2.244554917224253,-1.369762129279261,0.6029350403647051,-1.8607577766347632
wdssm_acc_v1,median_p95,-2.074868155706042,2.0700466560005033,-4.1449148117065455,-0.5398957190410852,0.5631537393652792,-0.9530411925577624
wdssm_acc_v1,median_p99,-7.759708568870444,1.1942363590373333,-8.953944927907777,-0.8103116488779464,0.11476775053166327,-0.9244522466272549
wdssm_acc_v1,max_median,-11.476862535634908,-1.4061620847377583,-10.07070045089715,-0.8340054427128581,-0.09330974040213764,-0.8564861285749233
wdssm_acc_v1,max_p95,5.437592910442589,7.995804148233873,-2.5582112377912836,0.22052808881532507,0.34311319632488047,-0.09956288930117072
wdssm_acc_v1,max_max,6.59954076249079,10.435963365231714,-3.8364226027409245,0.25194311323012986,0.42682568895878664,-0.137144062160129
