node_id,lai_mean,lai_std,lai_max
0,0.20976190476190476,0.2932344816885748,1.85
1,0.34607454500124657,0.10995122653465497,0.6260034904013962
2,0.35404761904761906,0.17266617728102998,0.875
3,0.36724672419303295,0.16582355060362977,0.8302013422818793
4,0.38044582933844684,0.1589809239262296,0.7854026845637584
5,0.39364493448386073,0.15213829724882938,0.7406040268456376
6,0.6235105416212287,0.28598124334864944,1.535496183206107
7,0.44738428238428235,0.22977029503601468,1.0821678321678323
8,0.45714285714285713,0.38284358557737447,1.5333333333333334
9,0.751336396208969,0.39064381538397797,1.8342334142394825
10,1.0455299352750809,0.3984440451905815,2.1351334951456313
11,0.9635664596273296,0.3339286391302421,1.5477391304347832
12,0.49046228710462286,0.25246575218794814,1.0213503649635036
13,0.48658953722334003,0.2927381640533634,1.291549295774648
14,0.4578009043993184,0.25353761930305907,1.0973852921450271
15,0.42901227157529676,0.2143370745527547,0.9032212885154062
16,0.48319902319902314,0.18672260332968388,0.8442307692307693
17,0.5545743145743146,0.24138969696452614,1.087878787878788
18,0.4679733560090703,0.22264687775644934,0.8589285714285715
19,0.5579768518518519,0.2577926378853866,0.9591666666666665
20,0.5048542274052479,0.23391869483352185,1.0336734693877552
21,0.39605577689243027,0.16204025539642883,0.7418326693227092
22,0.48147225862822196,0.19348970546857885,0.8885321100917433
23,0.5183551769331586,0.23191557854692002,1.0442660550458718
24,0.5552380952380952,0.2703414516252612,1.2000000000000002
25,0.7675496031746032,0.4846504175585322,2.0614583333333334
26,0.9798611111111112,0.6989593834918033,2.9229166666666666
27,0.8508618171194858,0.5212058606967073,2.6662576687116566
28,0.720952380952381,0.26082269467569313,1.475
29,0.577220695970696,0.2339597279939886,1.1259615384615385
30,0.6733032897701667,0.33432522525701386,1.3018138801261827
31,0.6359591836734694,0.39173930062935647,1.7874999999999999
32,0.6095396825396825,0.35525002154665847,1.3736111111111111
33,1.7966666666666669,1.427162961139007,4.933333333333334
34,0.6185921325051762,0.36459810334681353,1.5228260869565218
35,10.0,0.03136058368258743,10.0
36,10.0,0.0752034853943197,10.0
37,0.3176021473307493,0.11904638710605198,0.5728079331941558
38,0.5091582165225171,0.24177090233865028,0.9614039665970773
39,0.7007142857142857,0.3644954175712486,1.35
40,0.30262876579203113,0.13031592672542086,0.5857142857142856
41,0.32261904761904764,0.14131402806684856,0.6666666666666667
42,0.7256746031746032,0.3006629557975163,1.4000000000000001
43,0.6816666666666666,0.2556583163726249,1.0846491228070176
44,0.5738095238095238,0.23659700581543103,0.9256578947368421
45,0.46595238095238095,0.21753569525823716,0.7666666666666667
46,1.0977674706246137,0.5530386126271079,2.094949494949495
47,0.5730423280423281,0.301518482000067,1.2448412698412699
48,0.7739848415250344,0.29076853090772514,1.3483922829581994
49,0.7705972374018166,0.2715908180620149,1.4023570610193294
50,0.7672096332785988,0.25241310521630467,1.4563218390804598
51,0.6364285714285715,0.3218238828582561,1.35
52,0.5873459690893903,0.29395955320236866,1.289309210526316
53,0.671530127401838,0.24779736687161535,1.244654605263158
54,0.7557142857142858,0.20163518054086207,1.2000000000000002
55,0.7795775152166131,0.43643977744410434,1.821522556390978
56,0.8750984714873605,0.5620677565873624,2.2349151234567906
57,1.1859523809523809,0.6121882007116517,2.4250000000000003
58,1.291717296113848,0.7605655503085997,3.2192528735632187
59,1.019650494159928,0.5351349493430554,2.2646226415094337
60,0.6480476190476191,0.23499419824455914,1.0660204081632654
61,0.6971800947867299,0.2817770835660566,1.2058451816745657
62,0.764673721340388,0.3360650804334161,1.5833333333333333
63,0.5251904761904762,0.21856064032986489,0.925
64,0.5916666666666668,0.29961849380514777,1.225
65,0.505,0.2035048296386956,0.925
66,0.6583333333333333,0.4119339054795807,2.225
67,0.6954761904761906,0.3206588069816025,1.5666666666666667
68,0.4831498829039813,0.18215780660732142,0.8657103825136613
69,0.8321428571428572,0.4941576267117085,1.975
70,0.6332770562770562,0.25887568286868917,1.1668181818181818
71,0.7559599567099567,0.30909195585421073,1.4716666666666667
72,0.9466421568627451,0.37916282746682806,1.8843750000000001
73,0.8605853174603175,0.3444382533308119,1.6583333333333332
74,0.9304034391534393,0.3149102028582068,1.6896990740740745
75,0.9443788819875778,0.39497521720569995,1.7666666666666668
76,0.7953000000000001,0.3125994776162542,1.5703333333333334
77,0.4536596119929454,0.23049794994269093,1.0567901234567902
78,0.5471428571428572,0.2961348426049669,1.2750000000000001
79,0.7949350649350649,0.29042805800380805,1.3613636363636366
80,0.9103806284418531,0.3754869046802879,1.9265306122448982
81,0.5990862290862292,0.28748683259234853,1.120945945945946
82,0.665952380952381,0.3216923909540901,1.2000000000000002
83,0.6491292134831462,0.27464094173912823,1.1661516853932588
84,0.6444663382594418,0.3298231741509663,1.40632183908046
85,0.6283809523809525,0.29089461493090313,1.2687500000000003
86,0.544264232008593,0.19827299317305774,0.9471804511278195
87,1.2966231126596983,0.49172991135856076,2.4751524390243906
88,0.7140050054112554,0.37886900696340925,1.6855823863636363
89,1.1289517488411294,0.5179739401823913,2.294395280235988
90,0.6166666666666667,0.31444655187635323,1.4000000000000001
91,1.0473809523809523,0.5925006943701684,2.45
92,0.37736418511066394,0.27761219937561604,1.0440140845070423
93,1.5443607305936076,0.7595766883554078,3.413698630136987
