node_id,x,y,curvature,abs_curvature,position,sinuosity_local
17,44197.202472064426,3359954.486921638,-0.00014943855309063801,0.00014943855309063801,0.016544813970957424,1.0046708527854493
18,44347.9095166254,3359775.862204714,-0.0001582450013936661,0.0001582450013936661,0.01755553866540128,1.0056564963769024
19,44499.813840824165,3359591.8755528782,-0.00016598792514240104,0.00016598792514240104,0.018587384421360525,1.0087948515573097
20,44637.9095166254,3359408.027035974,-0.00017757318172428435,0.00017757318172428435,0.019581797674899877,1.0078980134904667
21,44777.06987052458,3359224.619523178,-0.00019062730330796738,0.00019062730330796738,0.020577463033691165,1.007452813976118
22,44897.9095166254,3359027.7654603627,-0.00019936714400822545,0.00019936714400822545,0.021576408650867608,1.0083915527224188
23,45009.41006020454,3358833.779877077,-0.0002025559243670017,0.0002025559243670017,0.02254405547270681,1.0096917456577101
24,45097.9095166254,3358628.5089353854,-0.00020326886377743808,0.00020326886377743808,0.02351078892745861,1.0107835636243871
25,45204.30270931183,3358437.3866843903,-0.00019988303427168584,0.00019988303427168584,0.024456781630419762,1.0096329535754356
26,45287.9095166254,3358225.1102747843,-0.00018354660634301454,0.00018354660634301454,0.025443459744601674,1.0063696450782713
27,45357.9095166254,3358013.055605424,-0.00015063000677524767,0.00015063000677524767,0.026409214421595,1.0073952596945452
28,45419.87452465988,3357791.8148690425,-0.00011462434368154203,0.00011462434368154203,0.027402841481712924,1.0065516878667904
29,45467.185259673635,3357564.5041340287,-9.875757930845768e-05,9.875757930845768e-05,0.028406966828458117,1.008004513451455
30,45527.9095166254,3357342.7494617207,-0.0001144818139400538,0.0001144818139400538,0.029401303690899574,1.0056019801648644
